PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,BALANCE_AS_OF_DATE,STOCK_MT,SELL_VALUE_USD,STATUS,DAYS_LEFT,LOSS_VALUE_USD
CHINA-WAREHOUSE,MAT-0268,P1495A,2024-08-31,254.975,254159.08000000002,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0268,P5542A,2024-08-31,1.5,1495.2,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0268,P9262A,2024-08-31,100.475,100153.48000000001,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0268,P6055A,2024-08-31,509.975,508343.0800000001,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0268,P5627A,2024-08-31,0.0,99.68,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0268,P5834A,2024-08-31,178.45,177878.96000000002,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0268,P4756A,2024-08-31,51.0,50836.8,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0268,P1798A,2024-08-31,6.0,5980.8,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0268,P8981A,2024-08-31,19.5,19437.600000000002,Healthy,132.0,0.0
CHINA-WAREHOUSE,MAT-0263,M7495B,2024-08-31,0.9,851.7600000000001,Expired,-17.0,255.52800000000002
CHINA-WAREHOUSE,MAT-0276,5252A8860,2024-08-31,0.6,171.36,Expired,-96.0,8.568000000000001
CHINA-WAREHOUSE,MAT-0276,2070A3829,2024-08-31,28.875,8246.7,Expired,-96.0,412.33500000000004
CHINA-WAREHOUSE,MAT-0276,2164A9832,2024-08-31,83.875,23954.7,Expired,-96.0,1197.7350000000001
CHINA-WAREHOUSE,MAT-0276,1365A8603,2024-08-31,5.5,1570.8000000000002,Expired,-96.0,78.54000000000002
CHINA-WAREHOUSE,MAT-0276,2411A3053,2024-08-31,24.75,7068.6,Expired,-96.0,353.43000000000006
CHINA-WAREHOUSE,MAT-0276,3804A5641,2024-08-31,23.375,6675.900000000001,Expired,-96.0,333.7950000000001
CHINA-WAREHOUSE,MAT-0276,6354A4621,2024-08-31,24.75,7068.6,Expired,-96.0,353.43000000000006
CHINA-WAREHOUSE,MAT-0276,3903A4443,2024-08-31,15.125,4319.700000000001,Expired,-96.0,215.98500000000004
CHINA-WAREHOUSE,MAT-0276,1466A8783,2024-08-31,24.75,7068.6,Expired,-96.0,353.43000000000006
CHINA-WAREHOUSE,MAT-0276,2822A9952,2024-08-31,59.125,16886.100000000002,Expired,-96.0,844.3050000000002
CHINA-WAREHOUSE,MAT-0276,7724A8810,2024-08-31,59.125,16886.100000000002,Expired,-96.0,844.3050000000002
CHINA-WAREHOUSE,MAT-0276,8136A1401,2024-08-31,34.3,9796.080000000002,Expired,-96.0,489.8040000000001
CHINA-WAREHOUSE,MAT-0276,4049A6959,2024-08-31,67.375,19242.300000000003,Expired,-96.0,962.1150000000002
CHINA-WAREHOUSE,MAT-0276,8646A4806,2024-08-31,49.5,14137.2,Expired,-96.0,706.8600000000001
CHINA-WAREHOUSE,MAT-0276,9271A1122,2024-08-31,6.875,1963.5000000000002,Expired,-96.0,98.17500000000001
CHINA-WAREHOUSE,MAT-0386,9533A2024,2024-08-31,0.75,219.52,Expired,-215.0,21.952
CHINA-WAREHOUSE,MAT-0386,1695A8125,2024-08-31,90.65,26524.260000000002,Expired,-215.0,2652.4260000000004
CHINA-WAREHOUSE,MAT-0386,2146A1919,2024-08-31,23.325,6824.860000000001,Expired,-215.0,682.4860000000001
CHINA-WAREHOUSE,MAT-0386,7074A9352,2024-08-31,57.75,16897.72,Expired,-215.0,1689.7720000000002
CHINA-WAREHOUSE,MAT-0386,2652A2410,2024-08-31,23.375,6839.56,Expired,-215.0,683.9560000000001
CHINA-WAREHOUSE,MAT-0386,4340A4380,2024-08-31,24.75,7241.920000000001,Expired,-215.0,724.1920000000001
CHINA-WAREHOUSE,MAT-0386,6119A4162,2024-08-31,90.675,26531.54,Expired,-215.0,2653.1540000000005
CHINA-WAREHOUSE,MAT-0386,6286A6582,2024-08-31,15.125,4425.540000000001,Expired,-215.0,442.5540000000001
CHINA-WAREHOUSE,MAT-0386,6805A8986,2024-08-31,24.75,7241.920000000001,Expired,-215.0,724.1920000000001
CHINA-WAREHOUSE,MAT-0386,6281A9901,2024-08-31,19.25,5632.620000000001,Expired,-215.0,563.2620000000001
CHINA-WAREHOUSE,MAT-0386,2713A9397,2024-08-31,94.875,27760.460000000003,Expired,-215.0,2776.0460000000003
CHINA-WAREHOUSE,MAT-0386,7631A8927,2024-08-31,81.125,23737.140000000003,Expired,-215.0,2373.7140000000004
CHINA-WAREHOUSE,MAT-0386,1578A4063,2024-08-31,64.625,18909.24,Expired,-215.0,1890.9240000000002
CHINA-WAREHOUSE,MAT-0386,6801A5000,2024-08-31,12.375,3620.9600000000005,Expired,-215.0,362.09600000000006
CHINA-WAREHOUSE,MAT-0380,8668A3224,2024-08-31,2.75,804.72,Urgent to Clear,29.0,0.0
CHINA-WAREHOUSE,MAT-0380,4454A6981,2024-08-31,24.75,7241.920000000001,Urgent to Clear,29.0,0.0
CHINA-WAREHOUSE,MAT-0055,4386A8181,2024-08-31,67.375,24713.22,Expired,-177.0,2471.322
CHINA-WAREHOUSE,MAT-0055,9392A6839,2024-08-31,4.125,1513.1200000000001,Expired,-177.0,151.312
CHINA-WAREHOUSE,MAT-0055,1242A8802,2024-08-31,31.625,11600.12,Expired,-177.0,1160.0120000000002
CHINA-WAREHOUSE,MAT-0055,4651A1567,2024-08-31,5.5,2017.4,Expired,-177.0,201.74
CHINA-WAREHOUSE,MAT-0055,6369A6908,2024-08-31,90.75,33287.100000000006,Expired,-177.0,3328.710000000001
CHINA-WAREHOUSE,MAT-0055,2406A5027,2024-08-31,24.55,9004.94,Expired,-177.0,900.4940000000001
CHINA-WAREHOUSE,MAT-0055,3313A3240,2024-08-31,10.975,4025.7000000000003,Expired,-177.0,402.57000000000005
CHINA-WAREHOUSE,MAT-0055,7739A3684,2024-08-31,72.875,26730.620000000003,Expired,-177.0,2673.0620000000004
CHINA-WAREHOUSE,MAT-0055,9315A2898,2024-08-31,39.875,14626.220000000001,Expired,-177.0,1462.6220000000003
CHINA-WAREHOUSE,MAT-0055,5109A4104,2024-08-31,88.0,32278.4,Expired,-177.0,3227.84
CHINA-WAREHOUSE,MAT-0055,3027A9696,2024-08-31,64.625,23704.520000000004,Expired,-177.0,2370.4520000000007
CHINA-WAREHOUSE,MAT-0055,3497A7766,2024-08-31,24.75,9078.300000000001,Expired,-177.0,907.8300000000002
CHINA-WAREHOUSE,MAT-0055,7919A9356,2024-08-31,74.25,27234.9,Expired,-177.0,2723.4900000000002
CHINA-WAREHOUSE,MAT-0055,3283A1559,2024-08-31,5.5,2017.4,Expired,-177.0,201.74
CHINA-WAREHOUSE,MAT-0055,1746A9127,2024-08-31,31.625,11600.12,Expired,-177.0,1160.0120000000002
CHINA-WAREHOUSE,MAT-0055,1686A3067,2024-08-31,88.0,32278.4,Expired,-177.0,3227.84
CHINA-WAREHOUSE,MAT-0055,8901A4259,2024-08-31,4.125,1513.1200000000001,Expired,-177.0,151.312
CHINA-WAREHOUSE,MAT-0202,2088A8246,2024-08-31,1.125,313.46000000000004,Expired,-88.0,94.03800000000001
CHINA-WAREHOUSE,MAT-0202,2377A5675,2024-08-31,46.0,12815.6,Expired,-88.0,3844.68
CHINA-WAREHOUSE,MAT-0007,1222A5384,2024-08-31,79.75,23334.920000000002,Expired,-232.0,2333.492
CHINA-WAREHOUSE,MAT-0007,1960A5372,2024-08-31,79.75,23334.920000000002,Expired,-232.0,2333.492
CHINA-WAREHOUSE,MAT-0007,8751A3837,2024-08-31,44.0,12874.400000000001,Expired,-232.0,1287.4400000000003
CHINA-WAREHOUSE,MAT-0007,5785A9734,2024-08-31,49.45,14469.140000000001,Expired,-232.0,1446.9140000000002
CHINA-WAREHOUSE,MAT-0007,1742A8640,2024-08-31,38.5,11265.1,Expired,-232.0,1126.51
CHINA-WAREHOUSE,MAT-0007,4233A2349,2024-08-31,60.5,17702.300000000003,Expired,-232.0,1770.2300000000005
CHINA-WAREHOUSE,MAT-0007,8608A7116,2024-08-31,9.625,2816.2400000000002,Expired,-232.0,281.624
CHINA-WAREHOUSE,MAT-0007,6476A4748,2024-08-31,0.6,175.56000000000003,Expired,-232.0,17.556000000000004
CHINA-WAREHOUSE,MAT-0007,4064A2629,2024-08-31,49.5,14483.7,Expired,-232.0,1448.3700000000001
CHINA-WAREHOUSE,MAT-0007,2295A3138,2024-08-31,74.25,21725.620000000003,Expired,-232.0,2172.5620000000004
CHINA-WAREHOUSE,MAT-0007,9200A1763,2024-08-31,24.75,7241.920000000001,Expired,-232.0,724.1920000000001
CHINA-WAREHOUSE,MAT-0007,4285A4082,2024-08-31,68.75,20116.320000000003,Expired,-232.0,2011.6320000000005
CHINA-WAREHOUSE,MAT-0007,8530A8381,2024-08-31,30.25,8851.220000000001,Expired,-232.0,885.1220000000002
CHINA-WAREHOUSE,MAT-0007,4787A6732,2024-08-31,89.375,26151.160000000003,Expired,-232.0,2615.1160000000004
CHINA-WAREHOUSE,MAT-0007,9000A3015,2024-08-31,86.625,25346.440000000002,Expired,-232.0,2534.6440000000002
CHINA-WAREHOUSE,MAT-0007,6031A8099,2024-08-31,71.5,20920.9,Expired,-232.0,2092.09
CHINA-WAREHOUSE,MAT-0317,S6066A,2024-08-31,0.975,1003.2400000000001,Expired,-189.0,200.64800000000002
CHINA-WAREHOUSE,MAT-0317,S4443A,2024-08-31,9.725,10007.060000000001,Expired,-189.0,2001.4120000000003
CHINA-WAREHOUSE,MAT-0323,P4713A,2024-08-31,1.3,1359.1200000000001,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P9706A,2024-08-31,0.0,74.2,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P9617A,2024-08-31,0.0,74.2,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P4196A,2024-08-31,0.0,74.2,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P7298A,2024-08-31,0.0,74.2,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P7500A,2024-08-31,31.475,31109.960000000003,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P1532A,2024-08-31,23.9,23622.760000000002,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P6351A,2024-08-31,331.375,327605.18000000005,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P6105A,2024-08-31,0.0,98.84,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P1549A,2024-08-31,0.0,98.84,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0323,P4909A,2024-08-31,0.0,98.84,Healthy,112.0,0.0
CHINA-WAREHOUSE,MAT-0056,2379A,2024-08-31,0.1,77.7,Expired,-186.0,3.8850000000000002
CHINA-WAREHOUSE,MAT-0056,5381A,2024-08-31,74.25,57692.32000000001,Expired,-186.0,2884.6160000000004
CHINA-WAREHOUSE,MAT-0056,7465A,2024-08-31,132.0,102564.00000000001,Expired,-186.0,5128.200000000001
CHINA-WAREHOUSE,MAT-0056,7030A,2024-08-31,34.375,26709.340000000004,Expired,-186.0,1335.4670000000003
CHINA-WAREHOUSE,MAT-0056,4674A,2024-08-31,74.225,57672.86000000001,Expired,-186.0,2883.6430000000005
CHINA-WAREHOUSE,MAT-0056,3224A,2024-08-31,28.875,22435.840000000004,Expired,-186.0,1121.7920000000001
CHINA-WAREHOUSE,MAT-0056,1633A,2024-08-31,49.5,38461.50000000001,Expired,-186.0,1923.0750000000005
CHINA-WAREHOUSE,MAT-0056,8962A,2024-08-31,148.425,115326.26000000001,Expired,-186.0,5766.313000000001
CHINA-WAREHOUSE,MAT-0056,9633A,2024-08-31,123.75,96153.82,Expired,-186.0,4807.691000000001
CHINA-WAREHOUSE,MAT-0056,1226A,2024-08-31,49.5,38461.50000000001,Expired,-186.0,1923.0750000000005
CHINA-WAREHOUSE,MAT-0056,4767A,2024-08-31,111.375,86538.34000000001,Expired,-186.0,4326.917
CHINA-WAREHOUSE,MAT-0056,8246A,2024-08-31,12.375,9615.34,Expired,-186.0,480.76700000000005
CHINA-WAREHOUSE,MAT-0056,7885A,2024-08-31,94.875,73717.84000000001,Expired,-186.0,3685.8920000000007
CHINA-WAREHOUSE,MAT-0056,8102A,2024-08-31,28.8,22377.600000000002,Expired,-186.0,1118.88
CHINA-WAREHOUSE,MAT-0056,6829A,2024-08-31,24.75,19230.820000000003,Expired,-186.0,961.5410000000002
CHINA-WAREHOUSE,MAT-0056,8899A,2024-08-31,105.85,82245.52,Expired,-186.0,4112.276000000001
CHINA-WAREHOUSE,MAT-0056,7447A,2024-08-31,138.875,107905.84000000001,Expired,-186.0,5395.292000000001
CHINA-WAREHOUSE,MAT-0056,4267A,2024-08-31,39.825,30944.06,Expired,-186.0,1547.2030000000002
CHINA-WAREHOUSE,MAT-0056,5874A,2024-08-31,107.25,83333.32,Expired,-186.0,4166.666
CHINA-WAREHOUSE,MAT-0056,3889A,2024-08-31,24.75,19230.820000000003,Expired,-186.0,961.5410000000002
CHINA-WAREHOUSE,MAT-0056,4808A,2024-08-31,24.75,19230.820000000003,Expired,-186.0,961.5410000000002
CHINA-WAREHOUSE,MAT-0056,6527A,2024-08-31,123.675,96095.44,Expired,-186.0,4804.772
CHINA-WAREHOUSE,MAT-0056,9185A,2024-08-31,56.375,43803.340000000004,Expired,-186.0,2190.1670000000004
CHINA-WAREHOUSE,MAT-0056,1990A,2024-08-31,67.375,52350.340000000004,Expired,-186.0,2617.5170000000003
CHINA-WAREHOUSE,MAT-0387,6043B,2024-08-31,1.95,0.0,Expired,,0.0
CHINA-WAREHOUSE,MAT-0387,6175B,2024-08-31,18.85,0.0,Expired,,0.0
CHINA-WAREHOUSE,MAT-0206,V6782A,2024-08-31,35.15,78932.84000000001,Expired,-52.0,23679.852000000003
CHINA-WAREHOUSE,MAT-0206,V9179A,2024-08-31,21.25,47719.00000000001,Expired,-52.0,14315.700000000003
CHINA-WAREHOUSE,MAT-0324,V7863A,2024-08-31,156.2,296967.44,Expired,,74241.86
CHINA-WAREHOUSE,MAT-0324,V5307A,2024-08-31,141.25,268544.5,Expired,,67136.125
CHINA-WAREHOUSE,MAT-0084,R8049A,2024-08-31,445.425,268145.92000000004,Expired,-168.0,80443.77600000001
CHINA-WAREHOUSE,MAT-0084,S1530A,2024-08-31,143.65,86477.3,Expired,-168.0,25943.19
CHINA-WAREHOUSE,MAT-0084,S9684A,2024-08-31,102.025,61419.12,Expired,-168.0,18425.736
CHINA-WAREHOUSE,MAT-0084,S8748A,2024-08-31,298.175,179501.42,Expired,-168.0,53850.426
CHINA-WAREHOUSE,MAT-0084,S4467A,2024-08-31,374.9,225689.80000000002,Expired,-168.0,67706.94
CHINA-WAREHOUSE,MAT-0084,S5923A,2024-08-31,613.075,369071.22000000003,Expired,-168.0,110721.36600000001
CHINA-WAREHOUSE,MAT-0318,R9214A,2024-08-31,0.525,316.12,Expired,-162.0,63.224000000000004
CHINA-WAREHOUSE,MAT-0318,S2436A,2024-08-31,0.025,15.120000000000001,Expired,-162.0,3.0240000000000005
CHINA-WAREHOUSE,MAT-0325,E3303A,2024-08-31,0.525,331.52000000000004,Expired,-46.0,82.88000000000001
CHINA-WAREHOUSE,MAT-0325,E1672A,2024-08-31,105.775,66786.3,Expired,-46.0,16696.575
CHINA-WAREHOUSE,MAT-0325,E8335A,2024-08-31,98.875,62429.64000000001,Expired,-46.0,15607.410000000002
CHINA-WAREHOUSE,MAT-0325,E1908A,2024-08-31,148.325,93652.44,Expired,-46.0,23413.11
CHINA-WAREHOUSE,MAT-0416,E3094A,2024-08-31,1.125,718.2,Near Expiry,45.0,0.0
CHINA-WAREHOUSE,MAT-0416,E2503A,2024-08-31,346.325,221093.88000000003,Near Expiry,45.0,0.0
CHINA-WAREHOUSE,MAT-0416,E1199A,2024-08-31,296.95,189572.88,Near Expiry,45.0,0.0
CHINA-WAREHOUSE,MAT-0416,E2599A,2024-08-31,24.75,15800.400000000001,Near Expiry,45.0,0.0
CHINA-WAREHOUSE,MAT-0326,M1036A,2024-08-31,17.75,6808.900000000001,Expired,,340.44500000000005
CHINA-WAREHOUSE,MAT-0326,M9936A,2024-08-31,40.95,15708.420000000002,Expired,,785.4210000000002
CHINA-WAREHOUSE,MAT-0151,R5222A,2024-08-31,26.825,16937.34,Expired,-41.0,1693.7340000000002
CHINA-WAREHOUSE,MAT-0151,R7713A,2024-08-31,98.95,62477.100000000006,Expired,-41.0,6247.710000000001
CHINA-WAREHOUSE,MAT-0151,R5144A,2024-08-31,8.25,5209.120000000001,Expired,-41.0,520.9120000000001
CHINA-WAREHOUSE,MAT-0151,R2688A,2024-08-31,66.0,41672.4,Expired,-41.0,4167.240000000001
CHINA-WAREHOUSE,MAT-0428,R7924A,2024-08-31,149.8,94583.72000000002,Expired,-177.0,23645.930000000004
CHINA-WAREHOUSE,MAT-0428,R3390A,2024-08-31,194.3,122681.02000000002,Expired,-177.0,30670.255000000005
CHINA-WAREHOUSE,MAT-0428,R4624A,2024-08-31,101.7,64213.380000000005,Expired,-177.0,16053.345000000001
CHINA-WAREHOUSE,MAT-0015,R9995A,2024-08-31,0.325,205.24,Near Expiry,70.0,0.0
CHINA-WAREHOUSE,MAT-0015,R7340A,2024-08-31,104.475,65965.48000000001,Near Expiry,70.0,0.0
CHINA-WAREHOUSE,MAT-0015,S7448A,2024-08-31,0.0,805.0000000000001,Near Expiry,70.0,0.0
CHINA-WAREHOUSE,MAT-0279,SCRAP,2024-08-31,0.424,394.8,Expired,,138.18
CHINA-WAREHOUSE,MAT-0327,M8181A,2024-08-31,0.0,11126.500000000002,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M2299B,2024-08-31,8.25,4319.700000000001,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M1382C,2024-08-31,1.0,523.6,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M4196A,2024-08-31,2.75,1439.9,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M8046B,2024-08-31,2.75,1439.9,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M9616C,2024-08-31,20.6,10786.160000000002,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M9310A,2024-08-31,34.375,17998.820000000003,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M8974C,2024-08-31,24.725,12946.080000000002,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M6757A,2024-08-31,41.25,21598.500000000004,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M6220B,2024-08-31,24.75,12959.1,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M6157A,2024-08-31,39.875,20878.620000000003,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0327,M1300A,2024-08-31,9.625,5039.72,Healthy,125.0,0.0
CHINA-WAREHOUSE,MAT-0356,M1514B,2024-08-31,50.775,26585.860000000004,Expired,-36.0,3987.8790000000004
CHINA-WAREHOUSE,MAT-0356,M3010B,2024-08-31,9.625,5039.72,Expired,-36.0,755.958
CHINA-WAREHOUSE,MAT-0356,M1457A,2024-08-31,1.375,720.0200000000001,Expired,-36.0,108.00300000000001
CHINA-WAREHOUSE,MAT-0356,M1969B,2024-08-31,17.925,9385.6,Expired,-36.0,1407.84
CHINA-WAREHOUSE,MAT-0356,M6651C,2024-08-31,31.6,16545.760000000002,Expired,-36.0,2481.864
CHINA-WAREHOUSE,MAT-0356,M7210C,2024-08-31,0.125,65.52000000000001,Expired,-36.0,9.828000000000001
CHINA-WAREHOUSE,MAT-0356,M5875A,2024-08-31,5.5,2879.8,Expired,-36.0,431.97
CHINA-WAREHOUSE,MAT-0356,M4088B,2024-08-31,11.0,5759.6,Expired,-36.0,863.94
CHINA-WAREHOUSE,MAT-0356,M3428C,2024-08-31,41.25,21598.500000000004,Expired,-36.0,3239.7750000000005
CHINA-WAREHOUSE,MAT-0356,M3114A,2024-08-31,70.0,36652.0,Expired,-36.0,5497.8
CHINA-WAREHOUSE,MAT-0356,M5707B,2024-08-31,23.375,12239.220000000001,Expired,-36.0,1835.883
CHINA-WAREHOUSE,MAT-0356,M9399A,2024-08-31,4.125,2159.92,Expired,-36.0,323.988
CHINA-WAREHOUSE,MAT-0356,M8216B,2024-08-31,30.25,15838.900000000001,Expired,-36.0,2375.835
CHINA-WAREHOUSE,MAT-0356,M4631A,2024-08-31,19.25,10079.300000000001,Expired,-36.0,1511.8950000000002
CHINA-WAREHOUSE,MAT-0356,M1542B,2024-08-31,20.625,10799.320000000002,Expired,-36.0,1619.8980000000001
CHINA-WAREHOUSE,MAT-0356,M9467A,2024-08-31,2.75,1439.9,Expired,-36.0,215.985
CHINA-WAREHOUSE,MAT-0356,M7319B,2024-08-31,77.0,40317.200000000004,Expired,-36.0,6047.580000000001
CHINA-WAREHOUSE,MAT-0356,M3317A,2024-08-31,24.75,12959.1,Expired,-36.0,1943.865
CHINA-WAREHOUSE,MAT-0356,M3449A,2024-08-31,44.0,23038.4,Expired,-36.0,3455.76
CHINA-WAREHOUSE,MAT-0356,M2221A,2024-08-31,24.75,12959.1,Expired,-36.0,1943.865
CHINA-WAREHOUSE,MAT-0356,M1033A,2024-08-31,24.75,12959.1,Expired,-36.0,1943.865
CHINA-WAREHOUSE,MAT-0328,V7468B,2024-08-31,76.45,102748.8,Expired,-79.0,41099.520000000004
CHINA-WAREHOUSE,MAT-0328,V6940A,2024-08-31,1.5,2016.0000000000002,Expired,-79.0,806.4000000000001
CHINA-WAREHOUSE,MAT-0328,V7846A,2024-08-31,99.0,133056.0,Expired,-79.0,53222.4
CHINA-WAREHOUSE,MAT-0328,V6835A,2024-08-31,205.5,276192.0,Expired,-79.0,110476.8
CHINA-WAREHOUSE,MAT-0328,V1277A,2024-08-31,424.325,570292.8,Expired,-79.0,228117.12000000002
CHINA-WAREHOUSE,MAT-0270,V8714A,2024-08-31,1.5,2072.7000000000003,Expired,-108.0,725.445
CHINA-WAREHOUSE,MAT-0270,V7805A,2024-08-31,4.5,6218.1,Expired,-108.0,2176.335
CHINA-WAREHOUSE,MAT-0270,V9486A,2024-08-31,307.575,425007.10000000003,Expired,-108.0,148752.48500000002
CHINA-WAREHOUSE,MAT-0270,V8487A,2024-08-31,392.825,542805.62,Expired,-108.0,189981.96699999998
CHINA-WAREHOUSE,MAT-0270,V9206A,2024-08-31,280.475,387560.32000000007,Expired,-108.0,135646.11200000002
CHINA-WAREHOUSE,MAT-0107,V5370A,2024-08-31,36.4,20027.280000000002,Expired,-80.0,7009.548000000001
CHINA-WAREHOUSE,MAT-0111,4986A6798,2024-08-31,0.875,732.6200000000001,Expired,-200.0,219.78600000000003
CHINA-WAREHOUSE,MAT-0111,4168A7451,2024-08-31,16.45,13771.94,Expired,-200.0,4131.582
CHINA-WAREHOUSE,MAT-0111,3763A8022,2024-08-31,2.75,2302.3,Expired,-200.0,690.69
CHINA-WAREHOUSE,MAT-0111,3434A1779,2024-08-31,42.625,35685.72,Expired,-200.0,10705.716
CHINA-WAREHOUSE,MAT-0111,1093A6264,2024-08-31,56.375,47197.22,Expired,-200.0,14159.166
CHINA-WAREHOUSE,MAT-0111,5537A1177,2024-08-31,17.875,14965.020000000002,Expired,-200.0,4489.506
CHINA-WAREHOUSE,MAT-0111,8783A3524,2024-08-31,9.625,8058.120000000001,Expired,-200.0,2417.436
CHINA-WAREHOUSE,MAT-0111,5448A4937,2024-08-31,46.75,39139.100000000006,Expired,-200.0,11741.730000000001
CHINA-WAREHOUSE,MAT-0111,5599A9926,2024-08-31,27.5,23023.000000000004,Expired,-200.0,6906.900000000001
CHINA-WAREHOUSE,MAT-0111,6762A9362,2024-08-31,15.125,12662.720000000001,Expired,-200.0,3798.8160000000003
CHINA-WAREHOUSE,MAT-0111,2746A2209,2024-08-31,22.0,18418.4,Expired,-200.0,5525.52
CHINA-WAREHOUSE,MAT-0111,2330A3052,2024-08-31,49.5,41441.4,Expired,-200.0,12432.42
CHINA-WAREHOUSE,MAT-0111,2295A1281,2024-08-31,90.75,75975.90000000001,Expired,-200.0,22792.77
CHINA-WAREHOUSE,MAT-0111,8636A9945,2024-08-31,2.75,2302.3,Expired,-200.0,690.69
CHINA-WAREHOUSE,MAT-0111,8666A5695,2024-08-31,4.125,3453.5200000000004,Expired,-200.0,1036.056
CHINA-WAREHOUSE,MAT-0111,6050A5411,2024-08-31,50.875,42592.62,Expired,-200.0,12777.786
CHINA-WAREHOUSE,MAT-0111,9616A7666,2024-08-31,27.5,23023.000000000004,Expired,-200.0,6906.900000000001
CHINA-WAREHOUSE,MAT-0352,2836G1716QDA,2024-08-31,0.65,615.1600000000001,Expired,,123.03200000000002
CHINA-WAREHOUSE,MAT-0352,8918G7063QAC,2024-08-31,11.0,10410.400000000001,Expired,,2082.0800000000004
CHINA-WAREHOUSE,MAT-0329,8219E2072QAC,2024-08-31,22.775,21554.260000000002,Expired,,5388.5650000000005
CHINA-WAREHOUSE,MAT-0330,5045F1981QCE,2024-08-31,24.275,22973.86,Expired,,2297.386
CHINA-WAREHOUSE,MAT-0160,H6435A,2024-08-31,0.0,2760.2400000000002,Expired,-70.0,690.0600000000001
CHINA-WAREHOUSE,MAT-0160,H6063A,2024-08-31,0.0,7499.52,Expired,-70.0,1874.88
CHINA-WAREHOUSE,MAT-0160,H6364A,2024-08-31,0.0,7340.06,Expired,-70.0,1835.015
CHINA-WAREHOUSE,MAT-0160,H9549A,2024-08-31,0.0,1074.22,Expired,-70.0,268.555
CHINA-WAREHOUSE,MAT-0160,H1684A,2024-08-31,0.0,4654.72,Expired,-70.0,1163.68
CHINA-WAREHOUSE,MAT-0160,H8273A,2024-08-31,0.0,179.06000000000003,Expired,-70.0,44.76500000000001
CHINA-WAREHOUSE,MAT-0160,H3869A,2024-08-31,0.0,7519.120000000001,Expired,-70.0,1879.7800000000002
CHINA-WAREHOUSE,MAT-0160,H1393A,2024-08-31,0.0,716.1,Expired,-70.0,179.025
CHINA-WAREHOUSE,MAT-0187,SCRAP,2024-08-31,0.15,19.6,Expired,,5.88
CHINA-WAREHOUSE,MAT-0341,E9035A2870,2024-08-31,61.35,10548150.9,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E8206A6742,2024-08-31,26.075,4483179.12,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E9112A3822,2024-08-31,44.0,7565096.000000001,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E3124A7020,2024-08-31,48.125,8274323.820000001,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E2862A3891,2024-08-31,35.75,6146640.500000001,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E3932A3885,2024-08-31,24.75,4255366.5,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E7539A5562,2024-08-31,67.375,11584053.32,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E1868A1586,2024-08-31,8.25,1418455.5000000002,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E8305A8362,2024-08-31,90.7,15594413.8,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E9779A8055,2024-08-31,87.75,15087208.500000002,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E3908A1869,2024-08-31,67.375,11584053.32,Healthy,191.0,0.0
CHINA-WAREHOUSE,MAT-0341,E1487A2769,2024-08-31,83.675,14386577.520000001,Healthy,191.0,0.0
